,docket,term,quest_total,word_total,jquest_p,jquest_r,jwords_p,jwords_r,NYT,UnanVote,CloseVote,votes_total,dec_type,led,analu,fulldocket,us,sct,rec,party_1,party_2,lctdir,chief,natct,issue,value,dir,dis,win,vote,stwtdir,mardir,brndir,bwdir,jackdir,blkmdir,powdir,rehndir,stevdir,ocondir,scaldir,kendir,soutdir,thomdir,gindir,brydir,robtdir,altodir,stwtm,marm,brnm,bwm,burgm,blkmm,powm,rehnm,stevm,oconm,scalm,kenm,soutm,thomm,ginm,brym,robtm,altom,moa,win_oconnor,win_rehnquist,petac,respac,otherac,totalac,sgpet,sgresp,sgpetac,sgrespac,sgotherac,sgamicus,liberalac,conservac,sglibparty,sgconparty,sglibac,sgconac,no_cases,more_words,more_quest,WPerQR,WPerQP,USParty1,USParty2,civlib,economics,judpower,federalism,logno_cases,logquest_total,logword_total,Dummy94,term1979,term1980,term1981,term1982,term1983,term1984,term1985,term1986,term1987,term1988,term1989,term1990,term1991,term1992,term1993,term1994,term1995,term1996,term1997,term1998,term1999,term2000,term2001,term2002,term2003,term2004,term2005,term2006,term2007,counter,MQ,_Ilctdir_1,_IlctXMQ_1,OtherVote,USParty,log_quest_total,log_word_total,win_stevens,win_ginsburg,win_souter,win_breyer,win_kennedy,win_alito,win_roberts,win_scalia,win_thomas
621,81-1374,1983,151,2701,86,65,1508,1193,0. no,1. yes,0. no,9,1. orally argued signed opinion,079/0891,0. case citation,No. 81-1374,465/0886,104/1541,0,NY DEPT,ATTY,0. conservative,2. burger,BURG7,542,6. attorneys,1. liberal,5. affirmed and reversed (or vacated) in part,Petitioner Wins,90,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BURG,1. Petitioner,1. Petitioner,3,6,0,9,0,0,1,0,0,1,3,6,No,No,Yes,No,149,0. petitioner more words,0,18.3538456,17.5348835,0. no,0. no,1. yes,0. no,0. no,0. no,5.003946304,5.017279625,7.901377201,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,0,0,0,0. no,5.017279625,7.901377201,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
622,82-1050,1983,41,743,12,29,150,593,0. no,1. yes,0. no,9,1. orally argued signed opinion,079/0646,0. case citation,No. 82-1050,465/0728,104/1387,0,HHS,US GREE,1. liberal,2. burger,BURG7,283,2. civil rights,0. conservative,2. reversed,Petitioner Wins,90,NA,0. conservative,0. conservative,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BURG,1. Petitioner,1. Petitioner,0,1,1,2,1,0,0,0,0,0,1,0,No,Yes,No,No,149,1. respondent more words,1,20.44827652,12.5,1. yes,0. no,1. yes,0. no,0. no,0. no,5.003946304,3.713572025,6.610695839,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,1,0.720000029,0,1. yes,3.713572025,6.610695839,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
623,82-1047,1983,37,656,20,17,352,304,0. no,1. yes,0. no,9,1. orally argued signed opinion,079/0361,0. case citation,No. 82-1047,465/0354,104/1099,0,US,O,1. liberal,2. burger,BURG7,70,1. criminal procedure,0. conservative,3. reversed and remanded,Petitioner Wins,90,NA,0. conservative,0. conservative,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BURG,1. Petitioner,1. Petitioner,0,1,0,1,1,0,0,0,0,0,1,0,No,Yes,No,No,149,0. petitioner more words,0,17.88235283,17.60000038,1. yes,0. no,1. yes,0. no,0. no,0. no,5.003946304,3.610917807,6.486160755,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,1,0.720000029,0,1. yes,3.610917807,6.486160755,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
624,82-687,1983,150,3648,82,68,2040,1608,0. no,1. yes,0. no,9,1. orally argued signed opinion,079/0826,0. case citation,No. 82-687,465/0805,104/1495,0,US,PRO,0. conservative,2. burger,BURG7,960,12. federal taxation,1. liberal,6. 5 + remanded,Petitioner Wins,90,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BURG,1. Petitioner,1. Petitioner,1,4,1,6,1,0,0,0,0,0,1,4,Yes,No,No,No,149,0. petitioner more words,0,23.64705849,24.87804794,1. yes,0. no,0. no,1. yes,0. no,0. no,5.003946304,5.010635376,8.201934814,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,0,0,0,1. yes,5.010635376,8.201934814,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
625,83-95,1983,75,1285,28,47,388,897,0. no,0. no,0. no,8,1. orally argued signed opinion,081/0847,0. case citation,No. 83-95,467/1025,104/2885,0,PA,AC,1. liberal,2. burger,BURG7,107,1. criminal procedure,0. conservative,2. reversed,Petitioner Wins,62,NA,NA,1. liberal,0. conservative,NA,0. conservative,0. conservative,0. conservative,1. liberal,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,1. majority,1. majority,1. majority,1. majority,1. majority,0. dissent,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BURG,1. Petitioner,1. Petitioner,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,149,1. respondent more words,1,19.0851059,13.85714245,0. no,0. no,1. yes,0. no,0. no,0. no,5.003946304,4.317488194,7.158514023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,1,0.720000029,1,0. no,4.317488194,7.158514023,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
626,82-1256,1983,89,1617,49,40,648,969,1. yes,0. no,1. yes,9,1. orally argued signed opinion,079/0604,0. case citation,No. 82-1256,465/0668,104/1355,0,RESIDENT,RI CITY,1. liberal,2. burger,BURG7,461,3. first amendment,0. conservative,2. reversed,Petitioner Wins,54,NA,1. liberal,1. liberal,0. conservative,NA,1. liberal,0. conservative,0. conservative,1. liberal,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,1. majority,0. dissent,1. majority,1. majority,0. dissent,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BURG,1. Petitioner,1. Petitioner,4,2,0,6,0,0,1,0,0,1,2,4,No,No,No,Yes,149,1. respondent more words,0,24.22500038,13.22449017,0. no,0. no,1. yes,0. no,0. no,0. no,5.003946304,4.488636494,7.388328075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,1,0.720000029,0,0. no,4.488636494,7.388328075,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
627,81-2159,1983,83,1854,25,58,610,1244,0. no,0. no,1. yes,9,1. orally argued signed opinion,078/0443,0. case citation,No. 81-2159,464/0238,104/0615,0,EE,NUCLEAR,1. liberal,2. burger,BURG7,853,9. judicial power,0. conservative,3. reversed and remanded,Petitioner Wins,54,NA,1. liberal,0. conservative,0. conservative,NA,1. liberal,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,1. majority,1. majority,0. dissent,0. dissent,0. dissent,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BRN,1. Petitioner,1. Petitioner,3,2,1,6,0,0,0,1,0,1,2,3,No,No,Yes,No,149,1. respondent more words,1,21.44827652,24.39999962,0. no,0. no,0. no,0. no,1. yes,0. no,5.003946304,4.418840408,7.525100708,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,1,0.720000029,0,0. no,4.418840408,7.525100708,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
628,82-1248,1983,126,1932,62,64,818,1114,1. yes,0. no,0. no,9,1. orally argued signed opinion,081/0207,0. case citation,"No. 82-1248, No. 82-1278",467/0253,104/2403,0,NY,JUV,1. liberal,2. burger,BURG7,301,2. civil rights,0. conservative,2. reversed,Petitioner Wins,63,NA,1. liberal,1. liberal,0. conservative,NA,0. conservative,0. conservative,0. conservative,1. liberal,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,1. majority,1. majority,1. majority,1. majority,0. dissent,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BURG,1. Petitioner,1. Petitioner,1,6,1,8,0,0,0,0,0,0,6,1,No,No,No,No,149,1. respondent more words,1,17.40625,13.1935482,0. no,0. no,1. yes,0. no,0. no,0. no,5.003946304,4.836281776,7.566310883,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,1,0.720000029,1,0. no,4.836281776,7.566310883,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
629,82-2113,1983,173,3500,93,80,1839,1661,0. no,0. no,0. no,9,1. orally argued signed opinion,082/0242,0. case citation,No. 82-2113,468/0317,104/3081,0,AC,US,1. liberal,2. burger,BURG7,70,1. criminal procedure,0. conservative,2. reversed,Petitioner Wins,72,NA,1. liberal,1. liberal,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BURG,1. Petitioner,1. Petitioner,0,0,0,0,0,1,0,0,0,0,0,0,Yes,No,No,No,149,0. petitioner more words,0,20.76250076,19.77419281,0. no,1. yes,1. yes,0. no,0. no,0. no,5.003946304,5.153291702,8.160518646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,1,0.720000029,1,1. yes,5.153291702,8.160518646,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
630,82-1167,1983,83,2253,49,34,1076,1177,0. no,0. no,0. no,9,1. orally argued signed opinion,080/0085,0. case citation,No. 82-1167,466/0109,104/1652,0,US,PKG,1. liberal,2. burger,BURG7,16,1. criminal procedure,0. conservative,2. reversed,Petitioner Wins,72,NA,1. liberal,1. liberal,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BURG,1. Petitioner,1. Petitioner,1,1,0,2,1,0,0,0,0,0,1,1,No,Yes,No,No,149,1. respondent more words,0,34.61764526,21.95918274,1. yes,0. no,1. yes,0. no,0. no,0. no,5.003946304,4.418840408,7.72001791,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,1,0.720000029,1,1. yes,4.418840408,7.72001791,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
631,82-874,1983,40,1420,15,25,602,818,0. no,1. yes,0. no,9,1. orally argued signed opinion,079/0878,0. case citation,No. 82-874,465/0870,104/1532,0,HHS,FEMALE,1. liberal,2. burger,BURG7,853,9. judicial power,0. conservative,4. vacated and remanded,Petitioner Wins,90,NA,0. conservative,0. conservative,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BURG,1. Petitioner,1. Petitioner,0,0,0,0,1,0,0,0,0,0,0,0,No,Yes,No,No,149,1. respondent more words,1,32.72000122,40.13333511,1. yes,0. no,0. no,0. no,1. yes,0. no,5.003946304,3.68887949,7.258412361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,1,0.720000029,0,1. yes,3.68887949,7.258412361,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
632,83-490,1983,63,1155,39,24,584,571,0. no,0. no,1. yes,9,1. orally argued signed opinion,082/0139,0. case citation,No. 83-490,468/0183,104/3012,0,FL OF,FL GREE,1. liberal,2. burger,BURG7,391,2. civil rights,0. conservative,3. reversed and remanded,Petitioner Wins,54,NA,1. liberal,1. liberal,0. conservative,NA,1. liberal,0. conservative,0. conservative,1. liberal,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,1. majority,0. dissent,1. majority,1. majority,0. dissent,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BURG,1. Petitioner,1. Petitioner,1,1,0,2,0,0,1,0,0,1,1,1,No,No,No,Yes,149,0. petitioner more words,0,23.79166603,14.97435856,0. no,0. no,1. yes,0. no,0. no,0. no,5.003946304,4.143134594,7.051855564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,1,0.720000029,0,0. no,4.143134594,7.051855564,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
633,83-96,1983,72,1549,41,31,830,719,0. no,1. yes,0. no,9,1. orally argued signed opinion,080/0356,0. case citation,No. 83-96,466/0353,104/1837,0,OH,MFR,0. conservative,2. burger,BURG7,626,8. economic activity,1. liberal,4. vacated and remanded,Petitioner Wins,90,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BURG,1. Petitioner,1. Petitioner,1,0,0,1,0,0,0,0,0,0,1,0,No,No,No,No,149,0. petitioner more words,0,23.1935482,20.24390221,0. no,0. no,0. no,1. yes,0. no,0. no,5.003946304,4.276666164,7.345365047,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,0,0,0,0. no,4.276666164,7.345365047,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
634,82-1724,1983,114,2551,44,70,1101,1450,0. no,0. no,1. yes,9,6. orally argued per curiam,081/0201,0. case citation,No. 82-1724,467/0246,104/2332,0,NY,AC,0. conservative,2. burger,BURG7,751,9. judicial power,0. conservative,8. petition denied or appeal dismissed,Respondent Wins,54,NA,0. conservative,0. conservative,1. liberal,NA,0. conservative,0. conservative,1. liberal,0. conservative,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,0. dissent,0. dissent,1. majority,1. majority,0. dissent,1. majority,0. dissent,NA,NA,NA,NA,NA,NA,NA,NA,BRN,1. Petitioner,1. Petitioner,0,5,3,8,0,0,0,0,0,0,0,5,No,No,No,No,149,1. respondent more words,1,20.7142849,25.02272797,0. no,0. no,0. no,0. no,1. yes,0. no,5.003946304,4.736198425,7.844240665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,0,0,0,0. no,4.736198425,7.844240665,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
635,82-500,1983,36,1308,23,13,937,371,0. no,0. no,0. no,9,1. orally argued signed opinion,079/0001,0. case citation,No. 82-500,465/0001,104/0852,0,FRACHISO,FRANCHIS,1. liberal,2. burger,BURG7,653,8. economic activity,0. conservative,3. reversed and remanded,Petitioner Wins,63,NA,0. conservative,0. conservative,0. conservative,NA,0. conservative,0. conservative,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,0. dissent,0. dissent,0. dissent,NA,NA,NA,NA,NA,NA,NA,NA,BURG,0. Respondent,0. Respondent,0,0,1,1,0,0,0,0,0,0,0,0,No,No,No,No,149,0. petitioner more words,0,28.53846169,40.73913193,0. no,0. no,0. no,1. yes,0. no,0. no,5.003946304,3.583518982,7.176254749,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,1,0.720000029,1,0. no,3.583518982,7.176254749,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
636,83-904,1983,117,2707,53,64,1304,1403,0. no,0. no,0. no,9,1. orally argued signed opinion,081/0425,0. case citation,No. 83-904,467/0493,104/2536,0,OH,AC,1. liberal,2. burger,BURG7,70,1. criminal procedure,0. conservative,3. reversed and remanded,Petitioner Wins,63,NA,1. liberal,1. liberal,0. conservative,NA,0. conservative,0. conservative,0. conservative,1. liberal,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,1. majority,1. majority,1. majority,1. majority,0. dissent,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BURG,1. Petitioner,1. Petitioner,1,0,0,1,0,0,1,0,0,1,0,1,No,No,No,Yes,149,1. respondent more words,1,21.921875,24.60377312,0. no,0. no,1. yes,0. no,0. no,0. no,5.003946304,4.762174129,7.903596401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,1,0.720000029,1,0. no,4.762174129,7.903596401,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
637,83-838,1983,84,1731,51,33,1084,647,0. no,1. yes,0. no,9,1. orally argued signed opinion,081/0134,0. case citation,No. 83-838,467/0167,104/2284,0,US,US GOEE,1. liberal,2. burger,BURG7,615,8. economic activity,0. conservative,2. reversed,Petitioner Wins,90,NA,0. conservative,0. conservative,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BURG,1. Petitioner,1. Petitioner,0,0,0,0,1,0,0,0,0,0,0,0,No,Yes,No,No,149,0. petitioner more words,0,19.60606003,21.25490189,1. yes,0. no,0. no,1. yes,0. no,0. no,5.003946304,4.43081665,7.456454754,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,1,0.720000029,0,1. yes,4.43081665,7.456454754,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
638,82-660,1983,224,4570,96,128,1868,2702,0. no,1. yes,0. no,9,1. orally argued signed opinion,080/0657,0. case citation,No. 82-660,466/0648,104/2039,0,US,AC,1. liberal,2. burger,BURG7,30,1. criminal procedure,0. conservative,3. reversed and remanded,Petitioner Wins,90,NA,0. conservative,0. conservative,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BURG,1. Petitioner,1. Petitioner,0,2,0,2,1,0,0,0,0,0,2,0,No,Yes,No,No,149,1. respondent more words,1,21.109375,19.45833397,1. yes,0. no,1. yes,0. no,0. no,0. no,5.003946304,5.411645889,8.427268028,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,1,0.720000029,0,1. yes,5.411645889,8.427268028,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
639,83-620,1983,30,694,12,18,137,557,0. no,1. yes,0. no,9,1. orally argued signed opinion,080/0492,0. case citation,No. 83-620,466/0475,104/1942,0,US,AC,1. liberal,2. burger,BURG7,165,1. criminal procedure,0. conservative,3. reversed and remanded,Petitioner Wins,90,NA,0. conservative,0. conservative,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BURG,1. Petitioner,1. Petitioner,0,0,0,0,1,0,0,0,0,0,0,0,No,Yes,No,No,149,1. respondent more words,1,30.94444466,11.41666698,1. yes,0. no,1. yes,0. no,0. no,0. no,5.003946304,3.401197433,6.542471886,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,1,0.720000029,0,1. yes,3.401197433,6.542471886,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
640,82-1401,1983,92,1599,70,22,1114,485,0. no,1. yes,0. no,9,1. orally argued signed opinion,079/0804,0. case citation,No. 82-1401,465/0783,104/1482,0,REPORTER,IP,0. conservative,2. burger,BURG7,506,4. due process,0. conservative,1. affirmed,Respondent Wins,90,NA,0. conservative,0. conservative,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BURG,0. Respondent,0. Respondent,3,0,0,3,0,0,0,0,0,0,3,0,No,No,No,No,149,0. petitioner more words,0,22.04545403,15.91428566,0. no,0. no,1. yes,0. no,0. no,0. no,5.003946304,4.521788597,7.377133846,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,0,0,0,0. no,4.521788597,7.377133846,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
641,82-1766,1983,77,1490,43,34,716,774,0. no,0. no,0. no,9,1. orally argued signed opinion,082/0107,0. case citation,No. 82-1766,468/0137,104/2979,0,BROKER,FRB,1. liberal,2. burger,BURG7,636,8. economic activity,0. conservative,3. reversed and remanded,Petitioner Wins,63,NA,1. liberal,1. liberal,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,0. dissent,NA,NA,NA,NA,NA,NA,NA,NA,BURG,0. Respondent,1. Petitioner,2,2,0,4,0,1,0,0,0,0,2,2,Yes,No,No,No,149,1. respondent more words,0,22.76470566,16.6511631,0. no,1. yes,0. no,1. yes,0. no,0. no,5.003946304,4.343805313,7.306531429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,1,0.720000029,1,1. yes,4.343805313,7.306531429,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
642,83-264,1983,56,1420,42,14,1016,404,0. no,1. yes,0. no,9,1. orally argued signed opinion,082/0036,0. case citation,No. 83-264,468/0042,104/2924,0,MD OF,MD GOMEE,1. liberal,2. burger,BURG7,391,2. civil rights,1. liberal,1. affirmed,Respondent Wins,90,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BURG,0. Respondent,0. Respondent,1,1,0,2,0,0,0,0,0,0,1,1,No,No,No,No,149,0. petitioner more words,0,28.8571434,24.19047546,0. no,0. no,1. yes,0. no,0. no,0. no,5.003946304,4.025351524,7.258412361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,1,0.720000029,0,0. no,4.025351524,7.258412361,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
643,82-1135,1983,118,2473,33,85,779,1694,0. no,0. no,0. no,9,1. orally argued signed opinion,079/0122,0. case citation,No. 82-1135,465/0168,104/0944,0,TX,AC,1. liberal,2. burger,BURG7,30,1. criminal procedure,0. conservative,2. reversed,Petitioner Wins,63,NA,1. liberal,1. liberal,1. liberal,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,0. dissent,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BURG,1. Petitioner,1. Petitioner,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,149,1. respondent more words,1,19.92941093,23.60606003,0. no,0. no,1. yes,0. no,0. no,0. no,5.003946304,4.770684719,7.813187122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,1,0.720000029,1,0. no,4.770684719,7.813187122,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
644,83-141,1983,107,2213,43,64,644,1569,1. yes,1. yes,0. no,8,1. orally argued signed opinion,081/0186,0. case citation,"No. 83-141, No. 83-236, No. 83-283",467/0229,104/2321,0,HI COMN,O,0. conservative,2. burger,BURG7,507,4. due process,1. liberal,3. reversed and remanded,Petitioner Wins,80,NA,NA,1. liberal,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,BURG,1. Petitioner,1. Petitioner,0,3,1,4,0,0,0,0,0,0,0,3,No,No,No,No,149,1. respondent more words,1,24.515625,14.97674465,0. no,0. no,1. yes,0. no,0. no,0. no,5.003946304,4.672828674,7.702104568,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.720000029,0,0,0,0. no,4.672828674,7.702104568,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
